"Leg Type","Leg Origin Airport","Leg Destination Airport","Leg Operating Airline","Origin Airport","Origin City Name","Destination Airport","Destination City Name","Cabin Class","Year","Month","Leg 2","Leg 3","Leg 4","Leg 1 Operating Airline","Leg 2 Operating Airline","Leg 3 Operating Airline","Leg 4 Operating Airline","Passengers","OD Avg. Base Fare(USD)","OD Base Revenue(USD)","Leg Avg. Base Fare (USD) Stline","Leg Base Revenue (USD) Stline"
"BEHIND","SIN","MEL","SQ","MAA","CHENNAI","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","427.94","599.01","256341","403.33","172601"
"BEHIND","SIN","MEL","QF","BLR","BENGALURU","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","9W","QF","  ","  ","415.17","664.52","275888","435.84","180949"
"BEHIND","SIN","MEL","QF","BOM","MUMBAI","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","9W","QF","  ","  ","406.68","621.71","252837","376.6","153157"
"BEHIND","SIN","MEL","QF","SGN","HO CHI MINH CITY","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","3K","QF","  ","  ","377.27","463.8","174978","392.71","148157"
"BEHIND","SIN","MEL","SQ","ICN","SEOUL","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","376.06","582.91","219208","329.31","123840"
"BEHIND","SIN","MEL","SQ","HND","TOKYO","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","356.78","534.41","190665","284.33","101443"
"BEHIND","SIN","MEL","SQ","BLR","BENGALURU","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","354.71","592.62","210208","388.43","137779"
"BEHIND","SIN","MEL","SQ","CEB","CEBU","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","MI","SQ","  ","  ","325.59","422.29","137492","301.26","98088"
"BEHIND","SIN","MEL","EK","KUL","KUALA LUMPUR","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","3K","EK","  ","  ","320.65","379.5","121688","361.76","115998"
"BEHIND","SIN","MEL","SQ","CDG","PARIS","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","311.57","717.66","223600","258.36","80497"
"LOCAL","SIN","MEL","QF","SIN","SINGAPORE","MEL","MELBOURNE","Premium Coach","2019","1","   ","   ","   ","QF","  ","  ","  ","309.43","747.3","231238","746.82","231088"
"BEHIND","SIN","MEL","SQ","CMB","COLOMBO","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","MI","SQ","  ","  ","307.02","496.09","152308","340.99","104691"
"BEHIND","SIN","MEL","SQ","CPT","CAPE TOWN","MEL","MELBOURNE","Discount Coach","2019","1","JNB","SIN","   ","SQ","SQ","SQ","  ","305.93","700.52","214310","264.97","81062"
"BEHIND","SIN","MEL","SQ","REP","SIEM REAP","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","MI","SQ","  ","  ","278.26","459.89","127968","376.32","104716"
"BEHIND","SIN","MEL","SQ","HYD","HYDERABAD","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","MI","SQ","  ","  ","278.11","580.37","161407","374.6","104181"
"BEHIND","SIN","MEL","SQ","KIX","OSAKA","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","274.07","484.46","132776","267.24","73243"
"LOCAL","SIN","MEL","EK","SIN","SINGAPORE","MEL","MELBOURNE","Business","2019","1","   ","   ","   ","EK","  ","  ","  ","269.46","1225.81","330306","1227.15","330668"
"BEHIND","SIN","MEL","QF","USM","KOH SAMUI","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","PG","QF","  ","  ","266.54","558.76","148933","479.06","127688"
"BEHIND","SIN","MEL","SQ","PEK","BEIJING","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","264.74","323.93","85757","185.55","49123"
"BEHIND","SIN","MEL","SQ","DAC","DHAKA","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","254.26","584.42","148595","394.52","100310"
"BEHIND","SIN","MEL","QF","HKT","PHUKET","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","3K","QF","  ","  ","245.36","459.84","112827","395.56","97054"
"BEHIND","SIN","MEL","SQ","MAN","MANCHESTER","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","240","566.96","136071","201.38","48331"
"BEHIND","SIN","MEL","SQ","HKG","HONG KONG","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","230.26","349.38","80448","245.02","56418"
"BEHIND","SIN","MEL","QF","PNH","PHNOM PENH","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","3K","QF","  ","  ","215.94","508.33","109770","427.63","92342"
"BEHIND","SIN","MEL","EK","ADD","ADDIS ABABA","MEL","MELBOURNE","Discount Coach","2019","1","DXB","SIN","   ","EK","EK","EK","  ","208.96","598.33","125027","250.63","52371"
