


















"Leg Type","Leg Origin Airport","Leg Destination Airport","Leg Operating Airline","Origin Airport","Origin City Name","Destination Airport","Destination City Name","Cabin Class","Year","Month","Leg 2","Leg 3","Leg 4","Leg 1 Operating Airline","Leg 2 Operating Airline","Leg 3 Operating Airline","Leg 4 Operating Airline","Passengers","OD Avg. Base Fare(USD)","OD Base Revenue(USD)","Leg Avg. Base Fare (USD) Stline","Leg Base Revenue (USD) Stline"
"BEHIND","KUL","NRT","JL","BDO","BANDUNG","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","OD","JL","  ","  ","0.19","2273.05","432","1884.08","358"
"BEHIND","KUL","NRT","JL","BOM","MUMBAI","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.17","1075.76","183","628.83","107"
"BEHIND","KUL","NRT","JL","MNL","MANILA","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.17","551.53","94","372.74","63"
"BEHIND","KUL","NRT","JL","MAA","CHENNAI","NRT","TOKYO","Business","2019","1","CMB","KUL","   ","UL","UL","JL","  ","0.16","1197.56","192","754.75","121"
"BEHIND","KUL","NRT","JL","BKK","BANGKOK","NRT","TOKYO","Business","2019","1","HKT","KUL","   ","PG","MH","JL","  ","0.12","604.5","73","514.44","62"
"BEHIND","KUL","NRT","JL","BKK","BANGKOK","NRT","TOKYO","Business","2019","1","KUL","   ","   ","RJ","JL","  ","  ","0.12","622.33","75","526.68","63"
"BEHIND","KUL","NRT","JL","HAK","HAIKOU","NRT","TOKYO","Business","2019","1","KUL","   ","   ","OD","JL","  ","  ","0.12","334.5","40","248.75","30"
"BEHIND","KUL","NRT","JL","CMB","COLOMBO","NRT","TOKYO","Business","2019","1","SIN","KUL","   ","UL","3K","JL","  ","0.12","1213","146","740.44","89"
"BEHIND","KUL","NRT","JL","MYY","MIRI","NRT","TOKYO","Business","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.07","643.86","45","550.63","39"
"BEHIND","KUL","NRT","JL","TWU","TAWAU","NRT","TOKYO","Business","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.07","359.29","25","288.01","20"
"BEHIND","KUL","NRT","JL","BOM","MUMBAI","NRT","TOKYO","Business","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.05","1215.6","61","679.51","34"
"BEHIND","KUL","NRT","JL","MNL","MANILA","NRT","TOKYO","Business","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.05","850.4","43","549.61","27"
"LOCAL","KUL","NRT","MH","KUL","KUALA LUMPUR","NRT","TOKYO","Discount Coach","2019","2","   ","   ","   ","MH","  ","  ","  ","6301.15","249.52","1572269","249.5","1572118"
