Leg Type,Leg Origin Airport,Leg Destination Airport,Leg Operating Airline,Origin Airport,Origin City Name,Destination Airport,Destination City Name,Cabin Class,Year,Month,Leg 2,Leg 3,Leg 4,Leg 1 Operating Airline,Leg 2 Operating Airline,Leg 3 Operating Airline,Leg 4 Operating Airline,Passengers,OD Avg. Base Fare(USD),OD Base Revenue(USD),Leg Avg. Base Fare (USD) Stline,Leg Base Revenue (USD) Stline
BEHIND,SIN,SYD,SQ,TRV,THIRUVANANTHAPURAM,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,MI,SQ,  ,  ,12.11,2067.74,25040,1385.78,16782
BEHIND,SIN,SYD,SQ,DAD,DA NANG,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,MI,SQ,  ,  ,12.09,1771.45,21417,1396.11,16879
BEHIND,SIN,SYD,QF,BHD,BELFAST,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,EI,QF,QF,  ,12.06,798.85,9634,284.59,3432
BEHIND,SIN,SYD,SQ,CMB,COLOMBO,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,MI,SQ,  ,  ,11.84,1955.67,23155,1359.9,16101
BEHIND,SIN,SYD,SQ,VTE,VIENTIANE,SYD,SYDNEY,Discount Coach,2019,1,SIN,   ,   ,MI,SQ,  ,  ,11.73,275.02,3226,212.73,2495
BEHIND,SIN,SYD,SQ,TXL,BERLIN,SYD,SYDNEY,Business,2019,1,ZRH,SIN,   ,LX,SQ,SQ,  ,11.66,2367.64,27607,864.22,10077
BEHIND,SIN,SYD,QF,KUL,KUALA LUMPUR,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,3K,QF,  ,  ,11.5,1646.24,18932,1572.68,18086
BEHIND,SIN,SYD,QF,USM,KOH SAMUI,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,PG,QF,  ,  ,11.49,1511.16,17363,1302.6,14967
BEHIND,SIN,SYD,TR,BLR,BENGALURU,SYD,SYDNEY,Discount Coach,2019,1,SIN,   ,   ,TR,TR,  ,  ,11.46,298.6,3422,198.21,2271
BEHIND,SIN,SYD,SQ,DEL,DELHI,SYD,SYDNEY,Discount Coach,2019,1,SIN,   ,   ,AI,SQ,  ,  ,11.34,477.19,5411,287.23,3257
BEHIND,SIN,SYD,SQ,AAL,AALBORG,SYD,SYDNEY,Discount Coach,2019,1,CPH,SIN,   ,EE,SQ,SQ,  ,11.14,514.74,5734,196.51,2189
BEHIND,SIN,SYD,BA,LHR,LONDON,SYD,SYDNEY,Discount Coach,2019,1,FRA,SIN,   ,LH,LH,BA,  ,11.11,242.85,2698,88.76,986
BEHIND,SIN,SYD,QF,HEL,HELSINKI,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,AY,QF,  ,  ,11.1,2666.32,29596,1079.69,11985
BEHIND,SIN,SYD,SQ,ARN,STOCKHOLM,SYD,SYDNEY,Discount Coach,2019,1,CPH,SIN,   ,SK,SQ,SQ,  ,11.09,550.75,6108,206.4,2289
BEHIND,SIN,SYD,QF,BKK,BANGKOK,SYD,SYDNEY,Discount Coach,2019,1,SIN,   ,   ,3K,QF,  ,  ,10.98,509.95,5599,416.57,4574
BEHIND,SIN,SYD,SQ,CAN,GUANGZHOU,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,SQ,SQ,  ,  ,10.98,1069.78,11746,752.57,8263
BEHIND,SIN,SYD,QF,HKG,HONG KONG,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,CX,QF,  ,  ,10.96,2272.2,24903,1615.91,17710
BEHIND,SIN,SYD,QF,SGN,HO CHI MINH CITY,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,VN,QF,  ,  ,10.96,1745.39,19130,1490.04,16331
BEHIND,SIN,SYD,QF,DPS,DENPASAR BALI,SYD,SYDNEY,Discount Coach,2019,1,SIN,   ,   ,3K,QF,  ,  ,10.95,442.97,4851,350.41,3837
BEHIND,SIN,SYD,SQ,EDI,EDINBURGH,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,BE,SQ,SQ,  ,10.93,565.31,6179,200.97,2197
BEHIND,SIN,SYD,SQ,HAM,HAMBURG,SYD,SYDNEY,Discount Coach,2019,1,FRA,SIN,   ,LH,SQ,SQ,  ,10.86,682.6,7413,253.35,2751
BEHIND,SIN,SYD,BA,BCN,BARCELONA,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,BA,BA,BA,  ,10.83,551.17,5969,189.16,2049
